uq_map_name,dataset_name,noise_level,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,"class_mean_w_equal_weights_configurable_{'include_background': False, 'ignore_index': 0}","class_mean_weighted_by_occurrence_configurable_{'include_background': False, 'ignore_index': 0}"
211,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_00,0_00,0.14655050484543608,0.6405679397637828,0.746283734193704,0.8420554686272135,0.9774498876080863,1.0099890984222746,0.2089748033642207,0.2863065740093589,0.4453315831850398,0.790756222676065,0.5451701872794464,0.85076904296875,0.6307245635986329,0.4672758746147155,0.2907993932068348,0.2645362652540207,0.5859461621798208,0.47289279715192
223,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_00,0_00,0.1352331312230035,0.6403502344049237,0.7460635964092563,0.836001283127705,0.9690825173218326,1.0039557829415597,0.19245579561049805,0.26366358328313744,0.4125707052686042,0.7712874122971182,0.5262099773475943,0.7609411621093751,0.5852406692504882,0.43775387287139894,0.3257004186511039,0.2905483664035798,0.5611339122520201,0.4449138376748466
301,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_00,0_00,0.12186673024120864,0.6424272672854235,0.7448835413468351,0.8250320560785808,0.9636299240757042,1.0024761999438623,0.1723475831021942,0.23536524913965504,0.3685768988302061,0.7369765251777166,0.5021613856584284,0.687081298828125,0.4853346252441406,0.38167562901973723,0.3171414668858051,0.31227427973747257,0.5367501006477312,0.42217301525661277
227,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_00,0_00,0.13546358039570805,0.6408298237937031,0.7470513236925077,0.8390052475460879,0.9710784683145767,1.0069382126266893,0.19302320582726895,0.2645646897365016,0.4144990148695284,0.7734266108367166,0.553127418575768,0.8648559570312502,0.6189374542236328,0.4737020826339722,0.27809921926818776,0.2492298561096191,0.5857698214337481,0.48090165651153316
252,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_00,0_00,0.15503273130548223,0.6405472201311934,0.7441056315104166,0.8260157922568218,0.9640666989788084,1.0030796595982143,0.21860198347790943,0.2964132825574472,0.45378715044167284,0.7916069551569292,0.5178776871690595,0.7071563720703127,0.524126205444336,0.40903271198272706,0.3212624672055244,0.2973958358049393,0.5468597607166984,0.4383296602560994
212,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_00,0_00,0.2002430904819903,0.6638730657235679,0.765505551684811,0.8638473916624039,0.988026216582808,1.0167230142129433,0.2849814075466977,0.38765656621335576,0.5808625742488985,0.8761483730826541,0.6333838905331364,0.92499267578125,0.6742167663574219,0.5410339450836181,0.34199236452579496,0.33890521564483644,0.6298518400446702,0.5316246781735905
204,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_00,0_00,0.29209934381970015,0.6710673538474357,0.7914333729387478,0.8813768292298756,0.9926271024292534,1.0213817201854851,0.4002850200891002,0.5129847727815682,0.7024087589972353,0.9477451194586621,0.6950844012508953,0.945927734375,0.7360842895507814,0.5808338260650635,0.5004845321178436,0.48814068365097046,0.6517548992726954,0.5738165853493875
232,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_00,0_00,0.17143636244077243,0.6549876697374303,0.7612948942126705,0.8550529082297514,0.9802033797554348,1.0112386965584252,0.24425434878223948,0.33255149156022484,0.5090398650881407,0.8388120691833193,0.5643501244779586,0.79348388671875,0.6075223541259765,0.4752883553504943,0.3301179504394531,0.30467090091705323,0.6074239573371025,0.4974105507964485
214,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_00,0_00,0.14762896305819595,0.6453156566893132,0.7535671900715438,0.8460188467852235,0.971578226461039,1.0056614107853465,0.21031856767089543,0.28607531701036304,0.4397828380577491,0.7939712349828375,0.5497700243673804,0.77726318359375,0.6012740325927735,0.45610383987426756,0.3197936335206032,0.294524146270752,0.5932747735438227,0.48306573891418264
308,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.17388838625447534,0.6483004151009418,0.7586301953277014,0.8574719990036967,0.984247820639479,1.0170244756649198,0.2481743293563266,0.33959882512412887,0.5178005812045477,0.8389443354906969,0.6063822101048009,0.832666015625,0.6551556015014647,0.5020465576648712,0.3258387110196054,0.289244063949585,0.6028599119936264,0.5055495389281068
235,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.19083023454322756,0.6515448032087101,0.7643666448179786,0.8550703125,0.9839735217370399,1.0164726882684427,0.2708635326926125,0.36683541370833445,0.5471932923833961,0.8558941977260816,0.591886211129562,0.8683007812500003,0.6654006958007812,0.5376140260696409,0.4281107395887374,0.3756798257350922,0.5931130478418585,0.4946504405311434
309,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.28951769664377025,0.6598012411382963,0.7726303972940579,0.8657911422975512,0.985840296371168,1.0173303310336443,0.4016384846426132,0.5216459387584561,0.7089844867248973,0.9294836759194888,0.6215003385353276,0.919324951171875,0.6881837081909181,0.5476706314086914,0.47426997333765025,0.4668749950408936,0.6189462970755708,0.52426781106152
254,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.20903920719138114,0.6595187794388597,0.7801709581797873,0.8738799542553373,0.9868116640398705,1.0170886704423296,0.2972730967044124,0.40081820633662674,0.5882590071179209,0.8928535313369743,0.6493991178039403,0.8562158203125,0.6358042144775392,0.4980344891548155,0.3954352053999901,0.338981611186266,0.6336498825302617,0.5465556797850114
312,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.30656356654071715,0.6545107653475661,0.7880160676368256,0.884581742013336,0.9912185008411125,1.0203775821310712,0.4087373419301471,0.5153362763806516,0.694700829345641,0.9444087580653616,0.7066538467789987,0.91845703125,0.7245539855957032,0.5460461187362671,0.42468179702758796,0.3889177719116211,0.6667946828919149,0.6113489979159108
207,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.17134179326035337,0.6501748937199003,0.7617162548206332,0.8510382287312319,0.9831804398602584,1.0171134649706046,0.2427227087116705,0.33032388473977503,0.5017609916536108,0.8330642607689595,0.5961264253300309,0.7517181396484376,0.5784318542480469,0.4586658835411071,0.40633219063282006,0.39338117694854735,0.5784194080801821,0.4812775484321291
258,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.18375454675970104,0.6518319954112798,0.7638236075713492,0.8585292922210087,0.9839828552375619,1.0155310322054856,0.2607387763748689,0.3543091132291281,0.5345138463086079,0.8517221003811672,0.6090575187589645,0.834674072265625,0.608395767211914,0.4549718332290649,0.36672129467129705,0.324829460668564,0.6069923572264351,0.5120058365433063
260,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.2168528789316042,0.6540629051990965,0.7706443146649923,0.8607198711482411,0.9881632680486694,1.0211179771248087,0.30218378904401083,0.4042589733670191,0.5888541436776734,0.8794149608050242,0.6527177275517732,0.7945568847656251,0.5813364028930664,0.5138398742675782,0.4236492723226547,0.36099469757080094,0.6110577667797551,0.5404463244324831
238,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.24274479831660756,0.6622502344069623,0.7764393555183059,0.8722170801057364,0.9899960008979615,1.0189127322269431,0.34255196212471034,0.45617504038109996,0.6486543859277057,0.9136887798365337,0.6615572688470208,0.914749755859375,0.6572360229492188,0.5353102493286133,0.46735231280326844,0.4549261476516724,0.653218716983649,0.5769274130185366
305,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.22447338902816227,0.6693540283884604,0.78861091383839,0.8833702219995824,0.9941993908888498,1.0214726594680001,0.31834113647694423,0.4228992963992529,0.6088160299632797,0.9125921824954244,0.6685991405144402,0.926761474609375,0.6813934326171877,0.5484436440467833,0.4597471240162849,0.43202802028656007,0.6537142848775932,0.5783700369469869
302,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.2332034221972208,0.6732875465188628,0.7825333958470716,0.874277729019481,0.990403396746258,1.0199136305836374,0.3324991123439651,0.45115723939397134,0.6549319919555969,0.9220076347604893,0.6753628069907827,0.880755615234375,0.7002011108398437,0.5661885213851928,0.3802180115506053,0.36087817039489745,0.6584972167004062,0.5870232219213913
226,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.235876256846268,0.6639043880694205,0.7783876364431915,0.873380223376209,0.9921885923517897,1.02160411052377,0.3308871029108106,0.4423394310674368,0.6371014795731901,0.9115275463646672,0.6764940176130936,0.8366278076171875,0.6615673828125002,0.48952695846557603,0.3836382956430316,0.33284950970411303,0.6512364449612895,0.5896109484345042
233,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.3233531311777824,0.6684221558011655,0.7891810910908063,0.8825934133297724,0.9930031089668101,1.0209339297715054,0.4382795464132987,0.5581127396056964,0.7446554181074484,0.9628967259580588,0.675723494441612,0.94039306640625,0.718595428466797,0.6095276927947997,0.4950866425037384,0.47608490142822274,0.6545622141728453,0.5820364464619372
202,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.1983297858766946,0.6523204751228339,0.7724065460668436,0.8665951808105581,0.9810362770634442,1.0136260508153967,0.2778772666120434,0.3725489934256383,0.5490429165476545,0.8663979360571791,0.6489717891284393,0.92951171875,0.7028346252441406,0.48901506900787356,0.37775198340415955,0.3396592617988587,0.6292994016846657,0.5501016802063127
306,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.24270753837959091,0.6726178893196406,0.777941777678063,0.8714440308671162,0.9917387686608734,1.0205146176405138,0.3441813819253961,0.46384124741890814,0.667146052033201,0.921773562403531,0.6663808693629372,0.8675067138671877,0.640888137817383,0.5183619832992554,0.390116468667984,0.3847925048828126,0.6583804916295463,0.5845092471363181
219,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.23234171626108946,0.6554920106234096,0.7678192829004733,0.8549700294797853,0.9797685412868247,1.0125625290625948,0.32462233873935126,0.4326042612083256,0.6210022178229737,0.8864925019174702,0.6277536825971864,0.914814453125,0.6938041496276856,0.5380985474586487,0.41772310316562644,0.3533147000312805,0.6226041399292779,0.5447669136478359
261,joint_noise_arctique_instance_nuclei_intensity_dropout_pu_0_50,0_50,0.18554474485790706,0.6509415646762278,0.7658450084115628,0.8651214763899996,0.9910400311793671,1.0210942077636718,0.2648352062015316,0.36292401419082704,0.5482613530155541,0.8612725272378778,0.6242610235544317,0.9228900146484375,0.6235908508300781,0.5036272335052489,0.33241289335303004,0.3097514225006104,0.6212470592542682,0.5297500093359618
